Timeperiod,SupplyDepot,Barracks,Refinery,EngineeringBay,Bunker,Academy,MissileTurret,Factory,Starport,Armory,ScienceFacility,ComsatStation,NuclearSilo,MachineShop,ControlTower,PhysicsLab,CovertOps,Marine,Firebat,Medic,Ghost,Vulture,SpiderMine,SiegeTank,Goliath,Wraith,Dropship,ScienceVessel,Battlecruiser,Valkyrie
period14,4,1,1,0,0,0,0,2,1,0,0,0,0,2,1,0,0,2,0,0,0,1,0,0,0,1,1,0,0,0
period15,4,1,1,0,0,0,0,2,1,0,0,0,0,2,1,0,0,2,0,0,0,1,0,0,0,1,1,0,0,0
period16,4,1,1,1,0,0,1,3,1,0,0,0,0,2,1,0,0,2,0,0,0,1,0,0,0,1,1,0,0,0
period17,4,1,1,1,0,1,1,3,1,0,0,0,0,2,1,0,0,2,0,0,0,2,0,0,0,1,1,0,0,0
period18,4,1,2,1,0,1,1,3,1,0,0,2,0,2,1,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0
period19,4,1,2,1,0,1,2,3,1,0,0,2,0,2,1,0,0,2,0,0,0,3,0,0,0,1,1,0,0,0
period20,4,1,2,1,0,1,2,3,1,0,0,2,0,2,1,0,0,2,0,0,0,3,0,0,0,1,1,0,0,0
period21,4,1,2,1,0,1,2,3,1,0,0,2,0,2,1,0,0,2,0,0,0,3,0,0,0,1,1,0,0,0
period22,4,1,2,1,0,1,3,3,1,0,0,2,0,2,1,0,0,2,0,0,0,3,0,0,0,1,1,0,0,0
period23,4,1,2,1,0,1,3,3,1,0,0,2,0,2,1,0,0,2,0,0,0,3,0,0,0,1,1,0,0,0
period24,4,1,2,1,0,1,3,4,1,0,0,2,0,2,1,0,0,2,0,0,0,3,0,0,0,1,1,0,0,0
period25,4,1,2,1,0,1,3,4,1,0,0,2,0,2,1,0,0,2,0,0,0,3,0,0,0,1,1,0,0,0
period26,4,1,2,1,0,1,4,4,1,0,0,2,0,2,1,0,0,1,0,0,0,3,0,0,0,1,1,0,0,0
period27,4,1,2,1,0,1,4,4,1,0,0,2,0,2,1,0,0,1,0,0,0,3,0,0,0,1,1,0,0,0
period28,4,1,2,1,0,1,4,4,1,0,0,3,0,2,1,0,0,1,0,0,0,4,0,0,0,1,1,0,0,0
period29,4,1,2,1,0,1,4,4,1,0,0,3,0,2,1,0,0,1,0,0,0,4,0,0,0,1,1,0,0,0
period30,4,1,2,1,0,1,4,4,1,0,0,3,0,2,1,0,0,1,0,0,0,4,0,0,0,1,1,0,0,0
period31,4,1,2,1,0,1,4,4,1,2,0,3,0,2,1,0,0,1,0,0,0,4,0,0,0,1,1,0,0,0
period32,4,1,2,1,0,1,4,4,2,2,0,3,0,2,1,0,0,1,0,0,0,4,0,0,0,1,1,0,0,0
period33,4,1,3,1,0,1,4,4,2,2,0,3,0,2,1,0,0,1,0,0,0,4,0,0,0,1,1,0,0,0
period34,4,1,3,1,0,1,4,4,2,2,0,3,0,2,2,0,0,1,0,0,0,4,0,0,0,1,1,0,0,0
period35,4,1,3,1,0,1,4,4,2,3,0,3,0,2,2,0,0,1,0,0,0,4,0,0,0,1,1,0,0,0
period36,4,1,3,1,0,1,4,4,2,3,0,3,0,2,2,0,0,1,0,0,0,4,0,0,0,1,1,0,0,0
period37,4,1,3,1,0,1,4,4,2,3,1,3,0,3,2,0,0,1,0,0,0,4,0,0,0,1,1,0,0,0
period38,4,1,3,1,0,1,4,4,2,3,1,3,0,3,2,0,0,1,0,0,0,4,0,0,0,1,1,0,0,0
period39,4,1,3,1,0,1,4,4,2,3,1,3,0,3,2,0,1,1,0,0,0,4,0,0,0,1,1,0,0,0
period40,4,1,3,1,0,1,4,4,2,3,1,3,0,3,2,0,1,1,0,0,0,4,0,0,0,1,1,1,0,0
period41,4,1,3,1,0,1,4,4,2,3,1,3,0,3,2,0,1,1,0,0,0,4,0,0,0,1,1,1,0,0
period42,4,1,3,1,0,1,4,4,2,3,1,3,1,3,2,0,1,1,0,0,0,4,0,0,2,1,1,1,0,0
period43,4,1,3,1,0,1,4,4,2,3,1,3,1,3,2,0,1,1,0,0,0,4,0,0,4,1,1,1,0,0
period44,4,1,3,1,0,1,4,4,2,3,1,3,1,3,2,0,1,1,0,0,0,4,0,0,4,1,1,1,0,0
period45,4,1,3,1,0,1,4,4,2,3,1,3,1,3,2,0,1,1,0,0,0,3,0,0,3,1,1,1,0,0
period46,4,1,3,1,0,1,4,4,2,3,1,3,1,3,2,0,1,1,0,0,0,4,0,0,2,1,1,1,0,0
period47,4,1,3,1,0,1,4,4,2,3,1,3,1,3,2,0,1,1,0,0,0,4,0,0,2,1,1,1,0,0
period48,4,1,3,1,0,1,4,4,2,3,1,3,2,3,2,0,1,1,0,0,0,4,0,0,2,1,1,1,0,0
period49,4,1,3,1,0,1,4,4,2,3,1,3,2,3,2,0,1,1,0,0,0,4,0,0,2,1,1,2,0,0
period50,4,1,3,1,0,1,4,4,2,3,1,3,2,3,2,0,1,1,0,0,0,4,0,0,4,1,1,2,0,0
period51,4,1,3,1,0,1,4,4,2,3,1,3,2,3,2,0,1,1,0,0,0,4,0,0,4,1,1,2,0,0
period52,4,1,3,1,0,1,4,4,2,3,1,3,2,3,2,0,1,1,0,0,0,4,0,0,4,1,1,2,0,0
period53,4,1,3,1,0,1,4,4,2,3,1,3,1,3,2,0,1,1,0,0,0,1,0,0,4,1,1,2,0,0
period54,4,1,3,1,0,1,4,4,2,3,1,3,1,3,2,0,1,1,0,0,0,1,0,0,4,1,1,1,0,0
period55,4,1,3,1,0,1,4,4,2,3,1,3,1,3,2,0,1,1,0,0,0,1,0,0,4,1,1,1,0,0
period56,4,1,3,1,0,1,4,4,2,3,1,3,1,3,2,0,1,0,0,0,0,1,0,0,4,1,1,1,0,0
period57,4,1,3,1,0,1,4,4,2,1,1,1,2,3,2,0,1,0,0,0,0,1,0,0,4,0,1,1,0,0
period58,4,1,3,1,0,1,4,4,1,0,0,1,2,3,1,0,0,0,0,0,0,1,0,0,4,0,0,1,0,0
period59,4,1,3,1,0,1,4,4,1,0,0,1,2,3,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0
period60,3,1,3,0,0,0,4,4,1,0,0,1,2,3,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0
period61,3,1,3,0,0,0,4,2,1,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0
period62,3,0,3,0,0,0,4,0,1,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0
period63,3,0,2,1,0,0,4,0,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0
period64,1,0,1,0,0,0,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
period1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
period2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
period3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
period4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
period5,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
period6,3,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
period7,3,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
period8,3,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
period9,3,1,1,1,0,0,2,1,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
period10,3,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
period11,3,1,2,1,0,0,1,1,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
period12,3,1,2,1,0,0,2,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
period13,3,1,2,1,0,0,2,2,1,1,0,0,0,1,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0
period14,4,1,2,1,0,1,2,3,1,1,0,0,0,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
period15,4,1,2,1,0,1,2,3,1,1,1,2,0,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
period16,4,1,2,1,0,1,3,3,1,1,1,2,0,2,1,0,0,1,0,0,0,2,0,0,1,0,1,0,0,0
period17,4,1,2,1,0,1,3,3,1,2,1,2,0,2,1,0,0,1,0,0,0,3,0,0,1,0,1,0,0,0
period18,4,1,2,1,0,1,4,3,1,2,1,2,0,2,1,0,0,1,0,0,0,3,0,0,1,0,1,0,0,0
period19,4,1,2,1,0,1,3,3,1,2,1,2,0,2,1,0,0,1,0,0,0,3,0,0,1,1,1,0,0,0
period20,4,1,2,1,0,1,3,3,1,2,1,2,0,2,1,0,0,1,0,0,0,3,0,0,1,1,1,0,0,0
period21,4,1,2,1,0,1,3,3,1,2,1,3,0,2,1,0,0,1,0,0,0,3,0,0,1,1,1,0,0,0
period22,4,1,2,1,0,1,3,3,1,2,1,2,0,2,1,0,0,0,0,0,0,4,0,0,0,0,1,1,0,0
period23,4,0,1,1,0,1,3,3,1,2,1,1,0,2,1,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0
period24,4,0,1,1,0,1,3,3,1,2,1,1,0,2,1,0,0,0,0,0,0,4,0,0,0,0,1,1,0,0
period25,4,0,1,1,0,1,3,3,1,2,1,1,0,2,1,0,0,0,0,0,0,4,0,0,0,0,1,1,0,0
period26,4,0,1,1,0,1,3,3,1,2,1,1,0,2,1,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0
period27,4,0,1,1,0,1,3,3,1,2,1,1,0,2,1,0,0,0,0,0,0,4,0,0,0,0,1,1,0,0
period28,4,0,2,1,0,1,3,3,1,2,1,1,0,2,1,0,0,0,0,0,0,4,0,0,0,0,1,2,0,0
period29,4,0,2,1,0,1,3,3,1,2,1,1,0,2,1,0,0,0,0,0,0,3,0,0,0,0,1,2,0,0
period30,4,0,2,1,0,1,3,3,1,2,1,1,0,2,1,0,0,0,0,0,0,3,0,0,2,0,1,1,0,0
period31,4,0,2,1,0,1,3,3,1,2,1,1,0,2,1,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0
period32,4,0,2,1,0,1,3,3,1,2,1,1,0,2,1,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0
period33,4,0,2,1,0,1,3,3,1,2,1,1,0,2,1,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0
period34,4,0,2,1,0,1,3,3,1,2,1,2,0,2,1,0,0,0,0,0,0,4,0,0,1,0,1,1,0,0
period35,4,0,2,1,0,1,3,3,1,2,1,1,0,2,1,0,0,0,0,0,0,4,0,0,1,0,1,2,0,0
period36,4,0,2,1,0,1,3,3,1,2,1,1,0,2,1,0,0,0,0,0,0,4,0,0,1,0,1,2,0,0
period37,4,0,2,1,0,1,3,3,1,2,1,1,0,2,1,0,0,0,0,0,0,4,0,0,1,0,1,2,0,0
period1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
period2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
period3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
period4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
period5,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
period6,3,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
period7,3,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
period8,3,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
period9,3,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
period10,3,1,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
period11,3,1,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
period12,4,1,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
period13,4,1,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
period14,4,1,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
period15,4,1,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
period16,4,1,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
period17,4,1,1,1,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
period18,4,1,1,1,0,0,0,3,0,1,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
period19,4,1,2,1,0,0,1,3,0,1,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
period20,4,1,2,1,0,0,1,3,1,2,0,0,0,2,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0
period21,4,1,2,1,0,0,3,3,1,2,0,0,0,2,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0
period22,4,1,2,1,0,0,3,3,1,2,0,0,0,2,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0
period23,4,1,2,1,0,0,4,3,1,2,1,0,0,2,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0
period24,4,1,2,1,0,1,4,3,1,2,1,0,0,2,1,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0
period25,4,1,3,1,0,1,4,3,1,2,1,3,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
period26,4,0,3,1,0,1,3,3,1,2,1,2,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
period27,4,0,3,1,0,1,3,4,1,2,1,2,0,2,1,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0
period28,4,0,3,1,0,1,3,4,1,2,1,2,0,2,1,0,0,0,0,0,0,3,0,0,0,0,1,2,0,0
period29,4,0,3,1,0,1,4,4,1,2,1,3,0,2,1,0,0,0,0,0,0,4,0,0,1,0,1,2,0,0
period30,4,0,3,1,0,1,4,4,1,2,1,3,0,2,1,0,0,0,0,0,0,4,0,0,1,0,1,2,0,0
period31,4,0,3,1,0,1,4,4,1,2,1,3,0,2,1,0,0,0,0,0,0,4,0,0,1,0,1,2,0,0
period32,4,0,3,1,0,1,4,4,1,2,1,3,0,2,1,0,0,0,0,0,0,4,0,0,1,0,1,2,0,0
period33,4,0,3,1,0,1,4,4,1,2,1,3,0,2,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0
period34,4,0,3,1,0,1,4,4,1,2,1,3,0,2,1,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0
period35,4,0,3,1,0,1,4,4,1,2,1,3,0,2,1,0,0,0,0,0,0,4,0,0,2,0,1,1,0,0
period36,4,0,3,1,0,1,4,4,1,2,1,3,0,2,1,0,0,0,0,0,0,4,0,0,0,0,1,2,0,0
period37,4,0,3,1,0,1,4,4,1,2,1,3,0,2,1,0,0,0,0,0,0,4,0,0,0,0,1,3,0,0
period1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
period2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
period3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
period4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
period5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
period6,2,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
period7,3,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
period8,3,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
period9,3,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
period10,3,1,1,1,0,1,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
period11,3,1,1,1,0,1,3,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
period12,3,1,2,1,0,1,3,1,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
period13,4,1,2,1,0,1,3,1,1,1,0,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
period14,4,1,2,1,0,1,3,3,1,2,1,2,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0
period15,4,1,2,1,0,1,3,3,1,2,1,2,0,1,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0
period16,4,1,2,1,0,1,4,3,1,2,1,2,0,2,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0
period17,4,1,2,1,0,1,4,3,1,2,1,3,0,2,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0
period18,4,1,3,1,0,1,4,3,1,2,1,3,0,2,1,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0
period19,4,1,3,1,0,1,4,3,1,2,1,3,0,2,1,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0
period20,4,1,3,1,0,1,4,4,1,2,1,3,0,2,1,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0
period21,4,1,3,1,0,1,4,4,1,2,1,3,0,2,1,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0
period22,4,1,3,1,0,1,4,4,1,2,1,3,0,3,1,0,0,0,0,0,0,4,0,0,2,0,0,1,0,0
period23,4,1,3,1,0,1,4,4,1,2,1,3,0,3,1,0,0,0,0,0,0,4,0,0,2,0,0,1,0,0
period24,4,1,3,1,0,1,4,4,1,2,1,3,0,3,1,0,0,0,0,0,0,4,0,0,2,0,0,1,0,0
period25,4,1,3,1,0,1,4,4,1,2,1,3,0,3,1,0,0,0,0,0,0,4,0,0,2,0,0,1,0,0
period26,4,0,3,1,0,1,4,4,1,2,1,3,0,3,1,0,0,0,0,0,0,4,0,0,3,0,0,1,0,0
period27,4,0,3,1,0,1,4,4,1,2,1,3,0,3,1,0,0,0,0,0,0,4,0,0,4,0,0,1,0,0
period28,4,0,3,1,0,1,4,4,1,2,1,3,0,3,1,0,0,0,0,0,0,4,0,0,4,0,0,2,0,0
period29,4,0,3,1,0,1,4,4,1,2,1,3,0,3,1,0,0,0,0,0,0,4,0,0,3,0,0,2,0,0
period30,4,0,3,1,0,1,4,4,1,2,1,2,0,3,1,0,0,0,0,0,0,4,0,0,2,0,0,2,0,0
period31,4,0,3,1,0,1,4,4,1,2,1,2,0,3,1,0,0,0,0,0,0,4,0,0,4,0,0,2,0,0
period32,4,0,3,1,0,1,4,4,1,2,1,1,0,3,1,0,0,0,0,0,0,3,0,0,4,0,0,2,0,0
period33,4,0,3,1,0,1,4,4,1,2,1,2,0,3,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0
period34,4,0,3,1,0,1,4,4,1,2,1,2,0,3,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0
period35,4,0,3,1,0,1,4,4,1,2,1,2,0,3,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0
period36,4,0,3,1,0,1,4,4,1,2,1,2,0,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
period37,4,0,3,1,0,1,4,4,1,2,1,1,0,3,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0
period38,4,0,3,1,0,1,4,4,1,2,1,1,0,3,1,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0
period39,4,0,3,1,0,1,4,4,1,2,1,1,0,3,1,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0
period40,4,0,3,1,0,1,4,4,1,2,1,1,0,3,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
period41,4,0,3,1,0,1,4,4,1,2,1,1,0,3,1,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0
period42,4,0,3,1,0,1,4,4,1,2,1,1,0,3,1,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0
period43,4,0,3,1,0,1,4,4,1,2,1,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
period44,4,0,3,1,0,1,4,4,1,2,1,1,0,3,1,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0
period45,4,0,3,1,0,1,4,4,1,2,1,1,0,3,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0
period46,4,0,2,1,0,1,4,4,1,2,1,1,0,3,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0
period47,4,0,2,1,0,1,4,4,1,2,1,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0
period48,4,0,2,1,0,1,4,4,1,2,1,1,0,3,1,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0
period49,4,0,2,1,0,1,4,4,1,2,1,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
period50,4,0,2,1,0,1,4,4,1,2,1,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
period51,4,0,2,1,0,1,4,4,1,2,1,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
period52,4,0,2,1,0,1,4,4,1,2,1,0,0,3,1,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0
period1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
period2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
period3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
period4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
period5,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
period6,2,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
period7,3,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
period8,3,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
period9,3,1,1,1,0,0,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
period10,3,1,2,1,0,1,2,2,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
period11,3,1,2,1,0,1,2,2,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
period12,3,1,2,1,0,1,2,2,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
period13,4,1,2,1,0,1,3,3,0,1,0,3,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
period14,4,1,2,1,0,1,3,3,0,1,0,3,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
period15,4,1,2,1,0,1,3,4,1,2,0,3,0,2,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0
period16,4,1,2,0,0,1,3,4,1,2,1,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
period17,4,1,2,0,0,1,3,4,1,2,1,3,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
period18,4,1,3,1,0,1,3,4,1,2,1,3,0,2,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
period19,4,1,3,1,0,1,3,4,1,2,1,3,0,3,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
period20,4,1,3,1,0,1,4,4,1,2,1,3,0,3,1,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0
period21,4,1,3,1,0,1,4,4,1,2,1,3,0,3,1,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0
period22,4,1,3,1,0,1,4,4,1,2,1,3,0,3,1,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0
period23,4,1,3,1,0,1,4,4,1,2,1,3,0,3,1,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0
period24,4,1,3,1,0,1,4,4,1,2,1,3,0,3,1,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0
period25,4,1,3,1,0,1,4,4,1,2,1,3,0,3,1,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0
period26,4,1,3,1,0,1,4,4,1,2,1,3,0,3,1,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0
